Session_id,Start_time,Peak_viewers,Gifts_from_viewers,Number_of_products,Number_of_goods_sold,Total_sales_amount,Duration,Views,Average_number_of_online_viewers,Number_of_likes,Number_of_new_followers,Fan Conversion Ratio,Number_of_new_fans,Per_customer_transaction,UV,Sales_conversion_value_ratio,Average_length_of_stay,Name,Host_category,Occupation,Date
750,6/8/21 22:26,111177,23201,92,38877,1417203.16,3hours46minutes43seconds,2297921,19217,1768211,12878,0.56%,953,36.45,0.62,1.69%,2minutes22seconds,Chen SanfeiGG,K,We Media,6/8/21
751,6/8/21 20:32,45230,40877,48,35010,1038339.39,1hours49minutes47seconds,1556520,31438,7974097,12355,0.79%,3609,29.66,0.67,2.25%,2minutes17seconds,Chen SanfeiGG,K,We Media,6/8/21
752,6/8/21 20:14,31242,1292,20,3,3,10minutes38seconds,161971,11450,317330,439,0.27%,0,1,0,0.00%,1minutes4seconds,Chen SanfeiGG,K,We Media,6/8/21
753,6/7/21 22:07,62004,20578,74,50708,1688826.12,3hours58minutes31seconds,2237149,23595,2723799,9669,0.43%,1050,33.3,0.76,2.27%,2minutes35seconds,Chen SanfeiGG,K,We Media,6/7/21
754,6/7/21 22:05,5334,0,48,0,0,1minutes30seconds,5334,0,1124,4,0.07%,0, ,0, ,,Chen SanfeiGG,K,We Media,6/7/21
755,6/7/21 20:08,39189,24039,66,19963,969827.11,1hours52minutes59seconds,1329324,26265,4671151,7851,0.59%,842,48.58,0.73,1.50%,2minutes17seconds,Chen SanfeiGG,K,We Media,6/7/21
756,6/5/21 21:49,46093,25336,87,62306,1716376.32,4hours20minutes36seconds,2353445,20035,2157555,7224,0.31%,845,27.55,0.73,2.65%,2minutes16seconds,Chen SanfeiGG,K,We Media,6/5/21
757,6/5/21 20:08,34793,22633,60,28454,850345.18,1hours36minutes42seconds,1147623,22924,2692897,4906,0.43%,487,29.88,0.74,2.48%,1minutes59seconds,Chen SanfeiGG,K,We Media,6/5/21
758,6/4/21 21:47,47127,21482,117,47156,1616577.35,4hours6minutes49seconds,2331769,20665,2678697,7424,0.32%,450,34.28,0.69,2.02%,2minutes20seconds,Chen SanfeiGG,K,We Media,6/4/21
759,6/4/21 20:09,34611,15506,85,28592,858574.38,1hours32minutes57seconds,956674,21700,3353118,4601,0.48%,543,30.03,0.9,2.99%,2minutes14seconds,Chen SanfeiGG,K,We Media,6/4/21
760,6/4/21 20:08,3320,0,64,0,0,1minutes1seconds,3320,0,2547,6,0.18%,0, ,0, ,,Chen SanfeiGG,K,We Media,6/4/21
761,6/3/21 21:49,44256,29810,117,44147,1781753.8,4hours22minutes14seconds,2075219,20811,1161385,6026,0.29%,864,40.36,0.86,2.13%,2minutes40seconds,Chen SanfeiGG,K,We Media,6/3/21
762,6/3/21 20:07,50308,21215,74,20370,760121.46,1hours36minutes24seconds,1196800,22699,3554471,6478,0.54%,875,37.32,0.64,1.70%,1minutes54seconds,Chen SanfeiGG,K,We Media,6/3/21
763,6/2/21 21:00,43945,29262,125,107185,3363675.1,5hours25minutes9seconds,3371978,17899,1762555,16696,0.50%,1819,31.38,1,3.18%,1minutes58seconds,Chen SanfeiGG,K,We Media,6/2/21
764,6/2/21 19:57,38779,12254,47,17042,416244.88,54minutes43seconds,716156,21917,4103664,4963,0.69%,325,24.42,0.58,2.38%,1minutes49seconds,Chen SanfeiGG,K,We Media,6/2/21
765,6/2/21 12:09,76347,107733,98,235548,6899539.47,6hours28minutes34seconds,6127145,37974,15367021,59931,0.98%,7870,29.29,1.13,3.84%,2minutes26seconds,Chen SanfeiGG,K,We Media,6/2/21
766,6/2/21 12:08,4896,0,6,0,0,50seconds,4896,0,1388,4,0.08%,0, ,0, ,,Chen SanfeiGG,K,We Media,6/2/21
767,8/31/21 18:55,84083,149358,3,6916,785265.6,3hours9minutes36seconds,1281150,52010,20620565,7194,0.56%,758,113.54,0.62,0.54%,7minutes30seconds,Liu Fang Posture Corrector,K,We Media,8/31/21
768,8/31/21 7:55,57615,101630,4,15426,1786375,3hours34minutes19seconds,883733,33168,14336552,5908,0.67%,1261,115.8,2.03,1.75%,8minutes12seconds,Liu Fang Posture Corrector,K,We Media,8/31/21
769,8/30/21 18:56,87137,109988,5,24998,2051222.4,3hours37minutes45seconds,1316552,49002,19743888,6271,0.48%,1418,82.06,1.57,1.90%,8minutes6seconds,Liu Fang Posture Corrector,K,We Media,8/30/21
770,8/30/21 7:56,59301,104200,4,13943,1644131,3hours45minutes47seconds,1054994,33335,13128877,6253,0.59%,1205,117.92,1.57,1.32%,7minutes15seconds,Liu Fang Posture Corrector,K,We Media,8/30/21
771,8/29/21 18:56,98351,121681,20,16470,3067390,4hours17minutes24seconds,1863048,52413,20909951,10131,0.54%,1443,186.24,1.65,0.88%,6minutes50seconds,Liu Fang Posture Corrector,K,We Media,8/29/21
772,8/29/21 7:55,61831,132500,17,21487,3341276.98,4hours9minutes55seconds,1410419,36836,14613168,9944,0.71%,1726,155.5,2.38,1.52%,6minutes39seconds,Liu Fang Posture Corrector,K,We Media,8/29/21
773,8/28/21 18:55,91065,115659, , , ,3hours14minutes51seconds,1289216,57398,18875282,8646,0.67%,1070, ,0.01, ,8minutes44seconds,Liu Fang Posture Corrector,K,We Media,8/28/21
774,8/28/21 7:55,59208,87351, , , ,3hours7minutes44seconds,863105,37150,16391237,6447,0.75%,1092, ,0.01, ,8minutes9seconds,Liu Fang Posture Corrector,K,We Media,8/28/21
775,8/27/21 18:55,87540,110833,3,13847,1529531.6,3hours20minutes35seconds,1291898,51894,17013330,7514,0.58%,546,110.46,1.19,1.07%,8minutes8seconds,Liu Fang Posture Corrector,K,We Media,8/27/21
776,8/27/21 7:55,62640,127044,20,8559,1140090.6,3hours26minutes49seconds,987303,35304,11897250,6245,0.63%,1316,133.2,1.17,0.87%,7minutes40seconds,Liu Fang Posture Corrector,K,We Media,8/27/21
777,8/26/21 18:55,97708,119276,14,40865,2434048.03,4hours37minutes9seconds,1884024,46907,17591558,8465,0.45%,1087,59.56,1.3,2.17%,6minutes53seconds,Liu Fang Posture Corrector,K,We Media,8/26/21
778,8/26/21 7:55,61907,128308, , , ,3hours7minutes30seconds,851746,40083,15772324,6148,0.72%,1551, ,0.02, ,9minutes1seconds,Liu Fang Posture Corrector,K,We Media,8/26/21
779,8/25/21 18:56,94503,103866,10,13305,1646114.75,3hours50minutes3seconds,1515988,51185,18328295,7819,0.52%,1923,123.72,1.09,0.88%,7minutes48seconds,Liu Fang Posture Corrector,K,We Media,8/25/21
780,8/25/21 7:55,64431,105222,9,6846,1305686.1,3hours45minutes29seconds,1074468,34523,14611721,6972,0.65%,1051,190.72,1.22,0.64%,7minutes21seconds,Liu Fang Posture Corrector,K,We Media,8/25/21
781,8/24/21 18:55,94452,111360,10,27112,2971174.6,4hours23minutes34seconds,1747110,47766,19151954,10039,0.57%,887,109.59,1.71,1.55%,6minutes58seconds,Liu Fang Posture Corrector,K,We Media,8/24/21
782,8/24/21 7:55,66223,0, , , ,3hours6minutes10seconds,923367,39212,11791246,8902,0.96%,1147, ,0, ,8minutes24seconds,Liu Fang Posture Corrector,K,We Media,8/24/21
783,8/23/21 18:56,96486,0,8,23801,3178701.31,4hours13minutes10seconds,1643485,46666,24615446,7685,0.47%,1805,133.55,1.93,1.45%,7minutes25seconds,Liu Fang Posture Corrector,K,We Media,8/23/21
784,8/23/21 7:56,59478,101200, , , ,3hours4minutes59seconds,811130,35474,16337462,4917,0.61%,867, ,0.01, ,8minutes24seconds,Liu Fang Posture Corrector,K,We Media,8/23/21
785,8/22/21 18:56,100840,102447,28,21790,3262734,3hours52minutes52seconds,1596048,52954,19799968,8857,0.55%,2008,149.74,2.05,1.37%,7minutes57seconds,Liu Fang Posture Corrector,K,We Media,8/22/21
786,8/22/21 7:56,61162,113583,17,15268,3289390,3hours34minutes32seconds,1039898,37901,13578738,5346,0.51%,1346,215.44,3.17,1.47%,8minutes4seconds,Liu Fang Posture Corrector,K,We Media,8/22/21
787,8/21/21 18:55,84185,97826,7,3,207.8,3hours5minutes45seconds,1000148,49141,26070119,5964,0.60%,1454,69.27,0.01,0.00%,9minutes25seconds,Liu Fang Posture Corrector,K,We Media,8/21/21
788,8/21/21 7:55,55591,93454,7,5912,388891.01,3hours28minutes56seconds,763446,31054,15522505,4167,0.55%,924,65.78,0.52,0.77%,8minutes46seconds,Liu Fang Posture Corrector,K,We Media,8/21/21
789,8/20/21 18:55,94812,116148,9,16382,1839104.49,3hours55minutes13seconds,1640438,50608,21565838,9515,0.58%,2245,112.26,1.13,1.00%,7minutes29seconds,Liu Fang Posture Corrector,K,We Media,8/20/21
790,8/20/21 7:55,63303,108022, , , ,3hours8minutes48seconds,851793,40134,18353255,6482,0.76%,1233, ,0.01, ,9minutes5seconds,Liu Fang Posture Corrector,K,We Media,8/20/21
791,8/19/21 18:55,98342,112878, , , ,3hours22minutes51seconds,1307901,58882,21556731,10507,0.80%,2933, ,0.01, ,9minutes25seconds,Liu Fang Posture Corrector,K,We Media,8/19/21
792,8/19/21 7:55,60413,101924,7,28987,2332356.13,3hours53minutes31seconds,1030822,34070,14905785,5960,0.58%,1638,80.46,2.27,2.81%,7minutes55seconds,Liu Fang Posture Corrector,K,We Media,8/19/21
793,8/18/21 18:55,105540,136501,7,23542,2485046.91,4hours7minutes53seconds,2011801,54284,24073456,12336,0.61%,2948,105.56,1.24,1.17%,6minutes52seconds,Liu Fang Posture Corrector,K,We Media,8/18/21
794,8/18/21 7:55,66706,114734, , , ,3hours7minutes45seconds,896681,42111,15714958,7382,0.82%,1645, ,0.01, ,9minutes8seconds,Liu Fang Posture Corrector,K,We Media,8/18/21
795,8/17/21 18:55,101698,116377, , , ,3hours9minutes28seconds,1249692,61306,22711871,4873,0.39%,2623, ,0.01, ,9minutes33seconds,Liu Fang Posture Corrector,K,We Media,8/17/21
796,8/17/21 7:55,68523,113016,11,11370,1082405.6,3hours33minutes40seconds,1022375,38480,12800744,8088,0.79%,1431,95.2,1.07,1.11%,8minutes8seconds,Liu Fang Posture Corrector,K,We Media,8/17/21
797,8/16/21 18:54,107277,117470,6,31374,3292398.76,3hours48minutes33seconds,1566413,54655,19094927,11341,0.72%,2453,104.94,2.11,2.00%,8minutes9seconds,Liu Fang Posture Corrector,K,We Media,8/16/21
798,8/16/21 7:56,65324,112641,1,0,0,3hours6minutes27seconds,826189,40442,15022625,7494,0.91%,1839, ,0.01, ,9minutes28seconds,Liu Fang Posture Corrector,K,We Media,8/16/21
799,8/15/21 18:55,106853,136845,11,42204,2916504.05,4hours36minutes23seconds,1929948,47087,21583445,17863,0.93%,2796,69.1,1.52,2.19%,6minutes49seconds,Liu Fang Posture Corrector,K,We Media,8/15/21
800,8/15/21 7:57,61918,115316, , , ,3hours6minutes20seconds,826212,41284,14430494,6942,0.84%,1301, ,0.01, ,9minutes21seconds,Liu Fang Posture Corrector,K,We Media,8/15/21
801,8/14/21 18:55,78734,90055, , , ,3hours5minutes51seconds,941290,48919,22161966,5927,0.63%,1809, ,0.01, ,9minutes49seconds,Liu Fang Posture Corrector,K,We Media,8/14/21
802,8/14/21 7:55,57199,99632,6,6741,679563.84,3hours38minutes43seconds,790702,31278,15305371,4286,0.54%,921,100.81,0.87,0.85%,8minutes40seconds,Liu Fang Posture Corrector,K,We Media,8/14/21
803,8/13/21 18:55,103443,129266,20,10510,2173151.25,4hours7minutes18seconds,2016173,51048,17874702,12682,0.63%,2622,206.77,1.08,0.52%,6minutes22seconds,Liu Fang Posture Corrector,K,We Media,8/13/21
804,8/13/21 7:56,69640,118621,17,11454,2254049.63,3hours55minutes12seconds,1361799,39462,12392723,10820,0.79%,1727,196.79,1.66,0.84%,6minutes56seconds,Liu Fang Posture Corrector,K,We Media,8/13/21
805,8/12/21 18:55,107867,122150,7,23322,2025865.03,4hours2minutes10seconds,1831124,54213,16713348,12879,0.70%,3649,86.86,1.11,1.27%,7minutes12seconds,Liu Fang Posture Corrector,K,We Media,8/12/21
806,8/12/21 7:55,71954,121507, , , ,3hours10minutes21seconds,1208733,46829,16341424,15517,1.28%,2447, ,0.01, ,7minutes32seconds,Liu Fang Posture Corrector,K,We Media,8/12/21
807,8/11/21 18:55,109449,124882,9,11307,2139631.3,3hours49minutes39seconds,1930042,55093,16763666,16809,0.87%,3259,189.23,1.12,0.59%,6minutes42seconds,Liu Fang Posture Corrector,K,We Media,8/11/21
808,8/11/21 7:55,69840,119894, , , ,3hours7minutes37seconds,1096240,41801,17008275,12094,1.10%,2475, ,0.01, ,7minutes34seconds,Liu Fang Posture Corrector,K,We Media,8/11/21
809,8/10/21 18:56,102952,127699, , , ,3hours4minutes7seconds,1427010,61148,20196057,12526,0.88%,3797, ,0.01, ,8minutes19seconds,Liu Fang Posture Corrector,K,We Media,8/10/21
810,8/10/21 7:56,66841,125401,11,14754,1548598.8,3hours53minutes5seconds,1269691,35814,13322413,11620,0.92%,2981,104.96,1.23,1.16%,6minutes42seconds,Liu Fang Posture Corrector,K,We Media,8/10/21
811,8/9/21 18:59,99339,115466,4,17680,2203166.8,3hours33minutes8seconds,1746856,48490,19357800,13806,0.79%,2443,124.61,1.27,1.01%,6minutes45seconds,Liu Fang Posture Corrector,K,We Media,8/9/21
812,8/9/21 18:56,4076,2970, , , ,3minutes6seconds,42323,1359,358125,83,0.20%,0, ,0.01, ,8seconds,Liu Fang Posture Corrector,K,We Media,8/9/21
813,8/9/21 7:56,65892,109890,13,17,1823.8,3hours6minutes36seconds,1072056,42283,16866160,9573,0.89%,2062,107.28,0.01,0.00%,7minutes33seconds,Liu Fang Posture Corrector,K,We Media,8/9/21
814,8/8/21 18:56,101934,115021,13,28334,3108117.7,4hours37minutes11seconds,2127856,47498,21979062,15938,0.75%,3176,109.7,1.47,1.33%,6minutes15seconds,Liu Fang Posture Corrector,K,We Media,8/8/21
815,8/8/21 7:56,65122,121402,5,6756,1638003,4hours12minutes50seconds,1250493,33625,17738465,9261,0.74%,1990,242.45,1.32,0.54%,6minutes55seconds,Liu Fang Posture Corrector,K,We Media,8/8/21
816,8/7/21 18:56,74435,89869, , , ,3hours5minutes6seconds,970174,46997,23785594,5085,0.52%,1408, ,0.01, ,9minutes9seconds,Liu Fang Posture Corrector,K,We Media,8/7/21
817,8/7/21 7:56,56241,101329,12,8349,2836713.7,4hours15minutes5seconds,1003507,27539,18514616,5408,0.54%,1317,339.77,2.84,0.83%,7minutes5seconds,Liu Fang Posture Corrector,K,We Media,8/7/21
818,8/6/21 18:56,94544,116027,16,31069,12231518.4,5hours9minutes25seconds,2349659,41964,19516497,13733,0.58%,2819,393.69,5.21,1.32%,5minutes35seconds,Liu Fang Posture Corrector,K,We Media,8/6/21
819,8/6/21 7:55,69741,126985, , , ,3hours12minutes20seconds,1331254,44117,18661755,11148,0.84%,2237, ,0.01, ,6minutes28seconds,Liu Fang Posture Corrector,K,We Media,8/6/21
820,8/5/21 18:55,98460,129006,1,0,0,3hours7minutes44seconds,1578640,63003,26304726,13039,0.83%,3430, ,0.01, ,7minutes36seconds,Liu Fang Posture Corrector,K,We Media,8/5/21
821,8/5/21 7:55,69461,141543,9,38792,3030718.7,3hours57minutes57seconds,1527884,36424,16015289,11745,0.77%,2736,78.13,1.99,2.54%,5minutes50seconds,Liu Fang Posture Corrector,K,We Media,8/5/21
822,8/4/21 18:55,98779,118382, , , ,3hours7minutes56seconds,1852667,63579,21746065,18226,0.98%,3649, ,0.01, ,6minutes40seconds,Liu Fang Posture Corrector,K,We Media,8/4/21
823,8/4/21 7:57,62419,104448,9,26005,1793529,3hours46minutes16seconds,1229318,34952,15872036,9654,0.79%,1574,68.97,1.47,2.12%,6minutes30seconds,Liu Fang Posture Corrector,K,We Media,8/4/21
824,8/3/21 18:55,96473,110383,9,27798,2702911,4hours17minutes51seconds,2150590,45439,20406489,15590,0.72%,1531,97.23,1.26,1.29%,5minutes33seconds,Liu Fang Posture Corrector,K,We Media,8/3/21
825,8/3/21 7:55,60850,103774, , , ,3hours6minutes13seconds,1128474,40633,17092796,10844,0.96%,1660, ,0.01, ,6minutes50seconds,Liu Fang Posture Corrector,K,We Media,8/3/21
826,8/2/21 18:55,89369,111773,1,0,0,3hours6minutes53seconds,1329314,53773,21012808,10522,0.79%,2213, ,0.01, ,7minutes46seconds,Liu Fang Posture Corrector,K,We Media,8/2/21
827,8/2/21 7:56,56586,98276,1,0,0,3hours10minutes35seconds,826280,35456,19450429,6458,0.78%,1140, ,0.01, ,8minutes29seconds,Liu Fang Posture Corrector,K,We Media,8/2/21
828,8/1/21 18:55,85836,114670,17,9516,2348036,4hours10minutes41seconds,1665632,44724,26194924,10811,0.65%,1947,246.75,1.42,0.57%,6minutes47seconds,Liu Fang Posture Corrector,K,We Media,8/1/21
829,8/1/21 7:55,58721,118340, , , ,3hours7minutes8seconds,866135,37454,19097563,6890,0.80%,1171, ,0.01, ,8minutes17seconds,Liu Fang Posture Corrector,K,We Media,8/1/21
830,7/31/21 18:56,67989,95491, , , ,3hours3minutes40seconds,916948,42412,25855019,5523,0.60%,1402, ,0.01, ,8minutes43seconds,Liu Fang Posture Corrector,K,We Media,7/31/21
831,7/31/21 7:56,51048,96416,6,11077,1810846,3hours35minutes12seconds,798598,28925,17524917,4345,0.54%,1022,163.48,2.28,1.39%,7minutes57seconds,Liu Fang Posture Corrector,K,We Media,7/31/21
832,7/30/21 18:55,87242,135876,12,2116,331760.8,4hours42minutes37seconds,2323024,40198,29337563,16741,0.72%,115,156.79,0.15,0.09%,5minutes28seconds,Liu Fang Posture Corrector,K,We Media,7/30/21
833,7/30/21 7:55,63400,102793,1,0,0,3hours12minutes54seconds,1213207,40610,19356814,10039,0.83%,1187, ,0.01, ,6minutes37seconds,Liu Fang Posture Corrector,K,We Media,7/30/21
834,7/29/21 18:55,83201,90107,5,4,296.8,3hours11minutes31seconds,1666497,42785,23076255,11136,0.67%,2056,74.2,0.01,0.00%,6minutes29seconds,Liu Fang Posture Corrector,K,We Media,7/29/21
835,7/29/21 7:55,65891,109933,9,13621,1167550.9,3hours46minutes59seconds,1570678,36194,20856233,12305,0.78%,1343,85.72,0.75,0.87%,5minutes19seconds,Liu Fang Posture Corrector,K,We Media,7/29/21
836,7/28/21 18:55,105432,121852,1,0,0,3hours5minutes21seconds,2060975,61096,26464124,17376,0.84%,3646, ,0.01, ,5minutes41seconds,Liu Fang Posture Corrector,K,We Media,7/28/21
837,7/28/21 7:55,51371,85165,1,0,0,3hours4minutes20seconds,684633,32607,19807884,4398,0.64%,753, ,0.01, ,8minutes59seconds,Liu Fang Posture Corrector,K,We Media,7/28/21
838,7/27/21 18:56,87801,104508,17,6327,2428141,4hours2minutes32seconds,1759088,46711,33831601,11216,0.64%,1985,383.77,1.39,0.36%,6minutes32seconds,Liu Fang Posture Corrector,K,We Media,7/27/21
839,7/27/21 7:55,67519,107974,1,0,0,3hours9minutes56seconds,1513229,44069,25923379,15265,1.01%,2112, ,0.01, ,5minutes38seconds,Liu Fang Posture Corrector,K,We Media,7/27/21
840,7/26/21 18:55,87167,114211,1,0,0,3hours12minutes10seconds,1414699,54307,27347581,10491,0.74%,2289, ,0.01, ,7minutes37seconds,Liu Fang Posture Corrector,K,We Media,7/26/21
841,7/26/21 7:55,58766,102561,10,25316,2037390.6,4hours4minutes5seconds,1327463,32140,19641397,8581,0.65%,1071,80.48,1.54,1.91%,6minutes1seconds,Liu Fang Posture Corrector,K,We Media,7/26/21
842,7/25/21 18:55,80852,115814,15,12600,3555423.16,4hours28minutes39seconds,1966368,41566,23528670,12132,0.62%,2056,282.18,1.81,0.64%,5minutes45seconds,Liu Fang Posture Corrector,K,We Media,7/25/21
843,7/25/21 7:55,60590,111874,1,0,0,3hours8minutes52seconds,1156930,39940,19779412,10022,0.87%,1378, ,0.01, ,6minutes43seconds,Liu Fang Posture Corrector,K,We Media,7/25/21
844,7/24/21 18:55,69988,91769,1,0,0,3hours6minutes31seconds,1075945,42490,25248888,6930,0.64%,1499, ,0.01, ,7minutes34seconds,Liu Fang Posture Corrector,K,We Media,7/24/21
845,7/24/21 7:55,52346,98227,1,0,0,3hours5minutes30seconds,794949,33319,21147830,5834,0.73%,967, ,0.01, ,8minutes2seconds,Liu Fang Posture Corrector,K,We Media,7/24/21
846,7/23/21 18:55,80483,115257,1,0,0,3hours10minutes23seconds,1175368,50400,31234433,9976,0.85%,2272, ,0.01, ,8minutes20seconds,Liu Fang Posture Corrector,K,We Media,7/23/21
847,7/23/21 7:56,57031,118218,11,17867,2763571,4hours9minutes36seconds,991192,32530,21320579,5973,0.60%,1088,154.67,2.8,1.80%,8minutes21seconds,Liu Fang Posture Corrector,K,We Media,7/23/21
848,7/22/21 22:39,17429,10655,8,4545,458302.4,42minutes7seconds,271168,11198,179738,257,0.09%,0,100.84,1.69,1.68%,1minutes52seconds,Liu Fang Posture Corrector,K,We Media,7/22/21
849,7/22/21 18:54,82919,119205,6,11221,1718148.21,3hours45minutes20seconds,1399397,48074,24740594,10548,0.75%,2218,153.12,1.24,0.80%,7minutes43seconds,Liu Fang Posture Corrector,K,We Media,7/22/21
850,7/22/21 7:55,59876,110049,1,0,0,3hours11minutes47seconds,867567,39213,22856789,8629,0.99%,1195, ,0.01, ,8minutes38seconds,Liu Fang Posture Corrector,K,We Media,7/22/21
851,7/21/21 18:55,86531,119141,1,0,0,3hours5minutes48seconds,1241974,54413,25440438,13261,1.07%,2587, ,0.01, ,8minutes23seconds,Liu Fang Posture Corrector,K,We Media,7/21/21
852,7/21/21 7:55,56559,110706,10,22157,2011907.7,4hours18minutes3seconds,1110177,30161,19579369,7141,0.64%,1061,90.8,1.82,2.00%,7minutes5seconds,Liu Fang Posture Corrector,K,We Media,7/21/21
853,7/20/21 18:55,83933,113412,8,50379,3980185.01,4hours8minutes49seconds,1507966,43294,23565643,7355,0.49%,1642,79,2.65,3.34%,7minutes18seconds,Liu Fang Posture Corrector,K,We Media,7/20/21
854,7/20/21 7:55,61487,107342,1,0,0,3hours10minutes35seconds,1153021,40023,17637798,9928,0.86%,1465, ,0.01, ,6minutes45seconds,Liu Fang Posture Corrector,K,We Media,7/20/21
855,7/19/21 18:55,86521,120783,1,0,0,3hours4minutes53seconds,1445555,56775,31625487,9851,0.68%,2309, ,0.01, ,7minutes24seconds,Liu Fang Posture Corrector,K,We Media,7/19/21
856,7/19/21 7:55,63235,119473,7,15361,1555085,4hours9minutes41seconds,1376985,32362,18295021,9408,0.68%,1479,101.24,1.14,1.12%,5minutes58seconds,Liu Fang Posture Corrector,K,We Media,7/19/21
857,7/18/21 18:56,88614,131422,15,31007,5791790,4hours29minutes37seconds,2089855,47289,29936273,12720,0.61%,2608,186.79,2.78,1.48%,6minutes14seconds,Liu Fang Posture Corrector,K,We Media,7/18/21
858,7/18/21 7:55,63509,140599,1,0,0,3hours7minutes56seconds,1067232,43057,20148940,10582,0.99%,1706, ,0.01, ,7minutes44seconds,Liu Fang Posture Corrector,K,We Media,7/18/21
859,7/17/21 18:55,67254,98668, , , ,3hours8minutes27seconds,925859,42259,24470838,5665,0.61%,1802, ,0.01, ,8minutes45seconds,Liu Fang Posture Corrector,K,We Media,7/17/21
860,7/17/21 7:55,55674,118158,1,0,0,3hours10minutes5seconds,702679,34241,19801952,4390,0.62%,1193, ,0.02, ,9minutes29seconds,Liu Fang Posture Corrector,K,We Media,7/17/21
861,7/16/21 18:56,79920,111859,1,0,0,3hours4minutes50seconds,1206592,53588,29044505,9856,0.82%,2023, ,0.01, ,8minutes23seconds,Liu Fang Posture Corrector,K,We Media,7/16/21
862,7/16/21 7:56,63428,124291,14,52079,8161403,3hours55minutes54seconds,1254031,39292,23645119,8777,0.70%,1624,156.71,6.52,4.15%,7minutes31seconds,Liu Fang Posture Corrector,K,We Media,7/16/21
863,7/15/21 18:56,85232,126449,8,18257,3535572,4hours5minutes13seconds,1532125,45071,28930586,10976,0.72%,2154,193.66,2.32,1.19%,7minutes24seconds,Liu Fang Posture Corrector,K,We Media,7/15/21
864,7/15/21 7:56,65837,113100,1,0,0,3hours4minutes12seconds,1062200,42416,20344320,10785,1.02%,1668, ,0.01, ,7minutes38seconds,Liu Fang Posture Corrector,K,We Media,7/15/21
865,7/14/21 18:55,82989,122612,1,0,0,3hours8minutes18seconds,1398450,54372,22083648,14305,1.02%,2960, ,0.01, ,7minutes34seconds,Liu Fang Posture Corrector,K,We Media,7/14/21
866,7/14/21 7:55,64741,134851,8,34700,3270909.59,3hours57minutes47seconds,1196330,34892,17966449,9337,0.78%,2011,94.26,2.75,2.90%,7minutes9seconds,Liu Fang Posture Corrector,K,We Media,7/14/21
867,7/13/21 18:55,87587,131048,10,46611,3475803.82,4hours8minutes48seconds,1833131,46147,24136564,14911,0.81%,3077,74.57,1.9,2.54%,6minutes20seconds,Liu Fang Posture Corrector,K,We Media,7/13/21
868,7/13/21 7:55,60486,114417,1,0,0,3hours6minutes2seconds,875637,39829,19062219,8069,0.92%,1480, ,0.01, ,8minutes42seconds,Liu Fang Posture Corrector,K,We Media,7/13/21
869,7/12/21 18:55,87605,133835,1,0,0,3hours17minutes22seconds,1534116,54916,26203577,13577,0.89%,2568, ,0.01, ,7minutes14seconds,Liu Fang Posture Corrector,K,We Media,7/12/21
870,7/12/21 7:55,62615,127717,1,0,0,3hours5minutes32seconds,1237566,44374,19065598,13166,1.06%,1755, ,0.01, ,6minutes47seconds,Liu Fang Posture Corrector,K,We Media,7/12/21
