Video_content,Release_time,The_video_duration,Estimated_Sales_volume_(pieces),Estimated_sales_amount,Number_of_likes,Number_of_comments,Number_of_reposts,Name
太感恩了！！感谢抖音的两年，感谢一千万个粉丝！#刘媛媛千万粉丝感恩专场,07-01 20:07:24,49秒,--,--,83657,2989,383,Liu Yuanyuan
回所有的粉丝：今天不直播，肯定要停一天，明天咱们直接开播1000w粉丝答谢感恩场~~~现在，来一起唱歌！,07-01 16:01:52,15秒,--,--,167883,40,929,Liu Yuanyuan
准备了一堆一堆的礼品，给大家来一场千万粉丝答谢会，今天不播了，咱们7月2号见！,07-01 11:08:22,1分4秒,--,--,45485,3768,297,Liu Yuanyuan
祝贺党的百年诞辰，致敬的最好方式是不忘过去的牺牲，过好每一天，奋斗每一刻。 #建党百年,07-01 07:00:02,2分14秒,--,--,94141,1394,1478,Liu Yuanyuan
我得过好多的奖，有些也让我得意过，但是最值得骄傲的奖，不是你自己多厉害，而是你能怎么帮助别人#公益 #校园,06-30 21:28:54,21秒,--,--,14129,283,143,Liu Yuanyuan
这次讲座很有意义，孩子们问的问题，都是对世界的渴望，关于大学有多大，我这样向孩子回答#校园,06-30 19:30:10,59秒,--,--,40576,725,3814,Liu Yuanyuan
90多岁的姥姥姥爷生了6个子女，50多岁的子女照顾90多岁的老人，这么多年来毫无怨言#那些年爷爷奶奶的故事,06-29 17:57:28,1分57秒,--,--,301737,9268,10617,Liu Yuanyuan
动物故事我选这套！孩子可以领悟生命的尊严和对生命的尊重。长大后，也可以成为一个勇敢、柔软的人......,06-29 07:00:00,1分14秒,45,3427,12829,489,282,Liu Yuanyuan
#助学金 公益讲座上，孩子们问我：不想读书怎么办……我是这样回答的,06-28 20:23:46,2分14秒,--,--,2058210,61543,218335,Liu Yuanyuan
给村里的小学 #公益 讲座，他们问我；“姐姐，什么样的人能考上清华北大？”我这样回答......,06-28 07:00:01,1分27秒,--,--,783286,62,104106,Liu Yuanyuan
这里是南刘岗小学，我成长的地方。,06-26 12:52:54,1分21秒,--,--,46973,2918,351,Liu Yuanyuan
为什么会有那么多的天才呢，真相原来是这样……不要放弃自己的孩子，因为每个孩子都是一粒种子……,06-25 21:41:47,1分53秒,--,--,58866,1287,5196,Liu Yuanyuan
小学语文课本上出现的名字，经典的张秋生童话，读了之后有很多的感动和感悟，希望每个孩子都有机会读这本书。,06-25 08:32:42,1分4秒,935,45752,25383,624,628,Liu Yuanyuan
#高考分数线 出来了！ #高考志愿该怎么选 是考生们的下一大关！这里是我的一些个人建议， 希望对孩子们有帮助！ #抖音志愿季,06-24 10:00:00,2分43秒,--,--,360446,7903,90241,Liu Yuanyuan
越读越上头的星际太空鼠来了！这个老鼠太著名了，有趣好读、充满知识、价值观好，孩子#暑假必读书目#暑期知识大作战,06-24 07:35:25,1分40秒,5662,561798,51847,1769,1320,Liu Yuanyuan
为什么总觉得 #赚钱丢人呢，这种偏见要放下，成年人就应该好好努力赚q养家...... #戴建业,06-23 22:07:00,1分54秒,--,--,338111,11553,25866,Liu Yuanyuan
7-18岁每个孩子都应该读下这本书，未来航天只会越来越好，给孩子一个宇宙的梦想吧，我们孩子对里面的图片都着迷了,06-23 07:00:00,1分53秒,2741,270829,29852,76,612,Liu Yuanyuan
2—12岁孩子，会对这个书爱不释手，到手的第一秒是惊喜，第二秒是着急，它真的好看到拍不出它颜值的十分之一...,06-22 07:00:01,57秒,7740,1.0449e+06,49033,1665,696,Liu Yuanyuan
看完这个故事我就哭了......父母为了孩子能放下尊严，孩子为了父母也能拼尽全力，生在这样的家庭里，我太幸运！,06-21 21:12:36,3分6秒,--,--,1338334,40301,89951,Liu Yuanyuan
父亲不太会说话，所以说不出内心的牵挂。世界有时候很不美，幸好还有爸爸。#父亲节 #看看爸爸的搜索记录,06-20 09:38:25,1分5秒,--,--,23493,880,347,Liu Yuanyuan
每个人都有自己的四季，每朵花也都有自己的花期，千万不要做那个从头到尾都在着急的人。,06-19 20:33:54,2分13秒,--,--,509639,20793,41025,Liu Yuanyuan
7-18岁：读这本书的时候哭了，当时就觉得一定要给孩子读，这才是真正好的教养书！,06-19 07:00:00,54秒,8434,417483,69049,1880,1556,Liu Yuanyuan
苍蝇不是只盯有缝的蛋，它什么地方都会盯，桌子、杯子等等。所以被诋毁不一定是你的错，是苍蝇的错，你只需要一笑而过,06-18 21:15:19,1分1秒,--,--,286317,8638,18824,Liu Yuanyuan
#许渊冲先生去世了，这段采访在我手里存了好长的时间，我总以为，还有很多的机会让我去补充......,06-17 17:26:27,1分4秒,--,--,255862,5779,5979,Liu Yuanyuan
比尔盖茨限制孩子玩手机的年龄，乔布斯从不给孩子买苹果手机，你还在放纵自己的孩子吗？,06-16 21:03:55,1分50秒,--,--,152977,114,47049,Liu Yuanyuan
中国为什么被外国人叫做China？今天我来到了 #中国外文局 。听到了官方版本的科普，赶快收藏给宝宝看！,06-16 11:32:00,1分2秒,--,--,74920,56,2355,Liu Yuanyuan
做事很认真，但是不会来事怎么办...看完这条视频你应该就明白了！,06-14 10:08:46,1分40秒,--,--,265588,8353,11470,Liu Yuanyuan
#端午节快乐， #端午安康。给大家准备了一首藏头诗，今天我们来玩儿猜谜。规则在评论区嘿嘿。,06-14 07:00:00,22秒,--,--,25768,3571,182,Liu Yuanyuan
如果你跟我一样享受快乐的时候又担心被怼的话，那么请收下这份科普吧！#端午节快乐  #端午安康,06-13 20:30:01,1分4秒,--,--,16275,579,1071,Liu Yuanyuan
上大学决定了你人生的下限，而你的上限是由自己决定的，把握好自己的入场券，好好奋斗吧！#没上过大学是否注定平庸,06-12 10:00:17,53秒,--,--,116628,2528,5736,Liu Yuanyuan
5-88岁：强烈推荐这套《希利尔世界地理》，全家可读，让你体验足不出户，周游世界！#好书分享,06-12 07:00:00,1分1秒,9659,473291,30773,579,756,Liu Yuanyuan
你正在经历 #低谷期吗？这时你要静静的看......,06-11 20:00:13,49秒,--,--,227174,6979,23328,Liu Yuanyuan
“宝贝，妈妈希望你考第一！”，总说这句话的妈妈，你可能错了……,06-10 21:00:45,1分14秒,--,--,105362,3618,12596,Liu Yuanyuan
统一回复所有 对我声音提出质疑的人??,06-10 07:00:00,48秒,--,--,85167,14818,1175,Liu Yuanyuan
虽然说高考是应试考试，但是不多读书，已经不足以应试了！#高考,06-09 09:43:35,1分6秒,--,--,236174,5698,32628,Liu Yuanyuan
孩子5—15岁，还不懂得如何分享，怎么办？我推荐这本《尼尔斯骑鹅旅行记》。那在大鹅的背上，都发生了哪些事呢？,06-09 07:01:00,1分13秒,40801,1.550438e+06,130059,2816,2823,Liu Yuanyuan
纠结了很久，我还是决定正面面对这件事情，希望更多#女性能够学会这些，保护自己！,06-07 20:58:31,3分4秒,--,--,41492,1106,1626,Liu Yuanyuan
看看自己几年前的照片，简直不忍直视...今天是我们的媛创美丽节，和大家分享变美的5个小技巧，试了之后立竿见影～,06-07 07:01:00,3分14秒,--,--,42262,1710,1550,Liu Yuanyuan
#2021高考 终于来啦！编个考前顺口溜，不看会后悔的哈哈哈哈,06-06 21:53:27,46秒,--,--,27079,426,1613,Liu Yuanyuan
忙里偷闲和家人周边游，被幸福感包围的一个下午～我觉得人生最后的赢家便是这样，亲人在侧，仍在拼搏！,06-06 07:29:19,47秒,--,--,13888,560,96,Liu Yuanyuan
“我家孩子挺好的，他就是马虎！”你是不是经常这样自我安慰。其实，他并不是马虎，更不是笨，而是因为这个原因...,06-05 21:51:27,2分38秒,--,--,104769,3391,46178,Liu Yuanyuan
5—12岁是培养写作兴趣的关键期。这个小兔子最大的梦想，就是成为一名作家，为此它付出了很多努力。。。,06-05 07:00:00,1分21秒,14008,686392,42696,1053,987,Liu Yuanyuan
30岁?的#职场女性 ，如果没有升为管理层，现在是什么现状呢？是岁月静好还是手忙脚乱，全看你的本事了,06-04 22:15:02,2分8秒,--,--,38291,65,1366,Liu Yuanyuan
或许他的格局不够大，但是我们都能包容他。曾经想抓住一切机会的人，也会慢慢长大、慢慢变好。,06-04 07:01:00,2分58秒,--,--,25972,21,814,Liu Yuanyuan
3胎 ，你生吗？恰好我就是3胎家庭长大的。和大家讲讲，在三胎家庭长大是种什么体验。#宝贝你的时光,06-01 12:37:42,1分44秒,--,--,29396,59,924,Liu Yuanyuan
,,,,,,,,
神兽不愿归笼？我想说，她老妈干得好！????@言真 #广东夫妇 #神兽归笼 #开学,08-31 13:35:53,15秒,--,--,199021,1238,1822,Ares Cheng
娶了个这么自恋的老婆，你们说，怎么办？????@言真  #广东夫妇 #每一面都精彩,08-28 14:44:51,16秒,--,--,421287,4578,4379,Ares Cheng
还有两天就开学了，暑假作业都还没碰，还敢这么得瑟！大家说，怎么打？@言真 #广东夫妇 #每一面都精彩 #我妈已经三天没有打我啦,08-28 13:45:52,11秒,--,--,326896,2675,2816,Ares Cheng
暑假作业还没动的，来这里集合啦！大家一起来通宵创造奇迹吧！??@言真 #广东夫妇 #每一面都精彩,08-28 12:45:01,8秒,--,--,527214,19304,10309,Ares Cheng
喝酒喝到半夜才回来，看别的女的跳舞很开心是吧？喜欢就让你看个够！！@言真  #广东夫妇 #每一面都精彩,08-28 11:46:47,18秒,--,--,145495,2887,3143,Ares Cheng
8月28日中午12点，双立人抖音超品日专场它来啦！直播间约定您??@言真 #广东夫妇 @德国双立人 #每一面都精彩,08-27 18:27:49,1分14秒,--,--,374823,7400,12294,Ares Cheng
夫妻真正的人间烟火就是互相嘻嘻哈哈打打闹闹又是一天，互相折磨到白头??@言真 #人间烟火定格照 #广东夫妇,08-26 12:53:38,9秒,--,--,81479,1316,523,Ares Cheng
36岁生日啦，感恩得到那么多人的宠爱！又大一岁了，我会努力做个更好的男人！感恩??@言真 #广东夫妇,08-23 12:32:46,17秒,--,--,43326,1108,191,Ares Cheng
不收租的日子真的太快乐了！暂停营业！@言真 #广东夫妇 #善存一下多维人生 @善存Centrum,08-22 12:30:08,1分13秒,--,--,173070,974,11486,Ares Cheng
邀请大家参加我的生日会！这首#天上飞 送给大家??@言真 #广东夫妇 #0821郑建鹏生日狂欢,08-21 15:11:23,13秒,--,--,113746,1578,752,Ares Cheng
在工作中迎来了生日，感谢可爱的小伙伴们????我们直播间见！#广东夫妇 #0821郑建鹏生日狂欢,08-21 11:26:54,9秒,--,--,77140,2213,169,Ares Cheng
感谢大家为我生日带来的祝福，每个品牌都会在直播间带来巨大的生日福利哦！8月21日中午12点，生日会见??,08-20 23:24:05,3分1秒,--,--,45296,1865,754,Ares Cheng
今天我老公最大??地位最高的一天！！约定大家?@言真 ?#0821郑建鹏生日狂欢,08-20 21:07:30,16秒,--,--,156443,3653,572,Ares Cheng
姐妹们，认同的点赞！@言真 #广东夫妇 #抖音818新潮好物节,08-18 14:55:20,9秒,--,--,299040,2841,11277,Ares Cheng
打游戏时堪比天才，哄老婆时就像弱智。男人，太真实了??@言真 #广东夫妇 #抖音818新潮好物节,08-18 12:55:21,21秒,--,--,637658,5868,20403,Ares Cheng
你们看见谁偷了我和孩子的私房钱吗？藏在小孩书里也能偷，太没人性了??@言真 @灵灵??? #广东夫妇,08-18 11:52:01,19秒,--,--,267688,965,704,Ares Cheng
包租公直播期间突然热舞，竟是因为她！@言真 #广东夫妇 #广东夫妇现场成功追星容祖儿,08-17 22:11:32,20秒,--,--,47473,293,132,Ares Cheng
"8月18日中午12点，Fresh馥蕾诗抖音官方旗舰店首秀,约定您??@言真 #广东夫妇 #抖音818新潮好物节",08-17 14:30:44,54秒,--,--,134551,2054,3009,Ares Cheng
8月17日晚抖音新潮好物夜，锁定您！@言真  #接住未来惊喜挑战 #抖音818新潮好物节 #抖音新潮好物夜,08-16 17:55:21,22秒,--,--,83811,324,143,Ares Cheng
老婆居然对我动用酷刑，救命呀！！@言真 #广东夫妇,08-15 18:01:00,55秒,1411,56721.299999999996,53542,497,533,Ares Cheng
我怀疑这两个女的合起伙来坑我...算了其实鸡屁股也挺香的??@言真 #广东夫妇 #抖音818新潮好物节,08-14 14:09:31,30秒,--,--,378109,1752,2039,Ares Cheng
这视频谁看了都会跟着笑的，不笑你打我??@言真 #广东夫妇 #抖音818新潮好物节,08-14 13:07:11,16秒,--,--,214264,8812,6998,Ares Cheng
相信全世界的老爸，都想和女儿签一份这样的合约 ????@灵灵??? @言真 #广东夫妇 #抖音818新潮好物节,08-14 12:04:23,13秒,--,--,424811,7094,15729,Ares Cheng
为了老婆，刀山火海在所不辞！@言真 #广东夫妇,08-13 20:49:40,1分3秒,17,1112,43494,672,246,Ares Cheng
感恩一路陪伴！8月14日中午12点，天气丹破亿一周年专场约定您??@言真 #广东夫妇 #抖音818新潮好物节,08-13 12:02:27,1分2秒,--,--,608333,7697,5390,Ares Cheng
什么叫做一家四口共用一张脸？??????@言真 #广东夫妇 #一脸坏笑,08-12 14:33:10,11秒,--,--,496401,8708,3528,Ares Cheng
看他高兴得那个样！看在他服务那么到位的份上，就让他得逞一次吧！??@言真 #广东夫妇,08-12 13:29:22,29秒,--,--,89804,593,930,Ares Cheng
宝宝们，大家看到我们了吗？预祝大家七夕快乐，甜甜蜜蜜??@言真 #广东夫妇,08-12 12:22:23,11秒,--,--,118674,1495,558,Ares Cheng
老婆的公主梦，就由我来实现！@言真 #广东夫妇,08-11 19:00:00,1分1秒,2235,269081.5,66812,1156,991,Ares Cheng
快来吧！超多购物红包和优价好物，都是给你们的！ #抖音818新潮好物节,08-11 15:17:42,28秒,--,--,62496,740,462,Ares Cheng
"七夕好礼，京东大牌美妆专场来啦！8月12日中午12:30,约定您??@言真 #广东夫妇 #抖音818新潮好物节",08-11 11:47:23,56秒,--,--,200945,2132,2318,Ares Cheng
愿每个在奋斗路上的人都能永远热血，永远不知疲倦！??@言真 #广东夫妇 #818新潮好物节,08-09 02:52:02,24秒,--,--,118496,1101,411,Ares Cheng
她是没看见我的肌肉吗，居然还敢凶我...讨厌??@言真 #广东夫妇 #抖音818新潮好物节,08-08 17:32:02,11秒,--,--,241621,3052,6031,Ares Cheng
作为一个真男人，对女人千万不能手软！一定要跟她拼命！@言真 #广东夫妇 #抖音818新潮好物节,08-08 15:32:35,21秒,--,--,219852,3218,14431,Ares Cheng
每个月来提零花钱的时候，就是我最开心的时刻。谢谢老婆这个月零花钱??@言真 #广东夫妇 #抖音818新潮好物节,08-08 14:33:43,21秒,--,--,294025,1835,3180,Ares Cheng
我相信这是每个婚后男人统一的回答??@言真 #广东夫妇 #换季小心肌 #dbeauty心动日,08-08 13:30:27,14秒,--,--,173033,1991,3782,Ares Cheng
来看看已婚男人打游戏前的准备...??@言真 #广东夫妇 #广东夫妇的相处方式 #抖音818新潮好物节,08-08 12:30:47,1分31秒,--,--,1781932,56453,125766,Ares Cheng
"男人事业的成功秘籍,就是把老婆照片放在钱包里 @言真 #广东夫妇 #广东夫妇的相处方式 #抖音818新潮好物节",08-08 11:30:30,26秒,--,--,150892,741,1624,Ares Cheng
婚后悲歌：有谁能够了解 做舞女的悲哀??@言真 #广东夫妇 #广东夫妇的相处方式 #抖音818新潮好物节,08-08 10:32:53,43秒,--,--,395334,7836,12140,Ares Cheng
8月8日上午11点，天气丹七夕重磅好礼，它来啦！直播间约定您??@言真 #广东夫妇 #抖音818新潮好物节,08-07 16:27:58,1分5秒,--,--,423407,4271,8869,Ares Cheng
为了让老婆能好好休息，我也是煞费苦心！@言真 #广东夫妇 @尤妮佳moony #尤妮佳极上,08-06 18:00:00,1分,539,102971,113426,290,157,Ares Cheng
女人一定要拓宽自己的见识，广阔自己的胸怀。妳才会看到，什么才是值得追求的，什么是可以忽略的@言真  #广东夫妇,08-05 14:02:58,14秒,--,--,189320,4434,6240,Ares Cheng
孩子说得好像很有道理...怎么办？你们说怎么打？@言真 #广东夫妇,08-05 12:03:38,21秒,--,--,297623,3304,5705,Ares Cheng
